,formula,target
64292,  H4.65 Ca0.62 Cs0.04 F0.35 Fe3.15 K0.76 Mg0.18 Mn2.96 Na0.5 Nb0.3 O30.65 Rb0.18 Si8 Sn0.12 Ti1.58 Zn0.01 Zr0.01,1
64293,Al7 Er1 Fe5,1
64294,C2 Dy0.25 La0.75,1
64295,Ca3 Ge3 Mn2 O12,0
64296,Co0.07 Li1 Ni0.93 O2,1
64297,Al3 Ti1,1
64298,Cr1.9 Li0.1 Mg1 O4,1
64299,Ge4 O9 Rb2,0
64300,La2 Mg1 O6 Rh1,0
64301,B8 Si1.87 Y5,1
64302,Ba2 Cu1 O6.042 Tl1.792,1
64303,Ba2 Cu2.88 La1 O6.4,1
64304,Ba1 Pd2,0
64305,C2 H2 Dy1 K1 O9 S1,0
64306,C1 F3 Na2 O3 Y1,0
64307,As0.95 Cd0.05 In0.95 Te0.05,1
64308,H1.47 Mg0.86 Na0.17 Zr0.27,1
64309,Er1 Pt1 Sn1,0
64310,Al0.246 Cr1.701 Fe0.432 Mg0.609 Mn0.008 Ni0.003 O4,1
64311,Li2.38 O8 Ti3.34,1
64312,H11 Bi1 I7 O5 Rb3,0
64313,Ag6.5 Al12 O48 Si12 Tl5.5,1
64314,Ce1 Pt1 Rh1,1
64315,Pb0.791 S1,1
64316,H4 F1 K1 O4,0
64317,Au4.762 Si1.201 Tb1.083,1
64318,As1 Ni1 Sm1,0
64319,Cd3 Li2 O12 Se4,0
64320,Fe1 Nd2 O7 Sb1,1
64321,Ba0.02 Bi0.98 Fe0.98 O3 Zr0.02,1
64322,O1.93 Sc0.12 Y0.02 Zr0.86,1
64323,H8 Cs5 N6 P1,0
64324,H1 Al0.1 Fe0.9 O2,1
64325,As1 Fe1 La1 O1,0
64326,C1 Co12 Ge4 U6,0
64327,Cu41 Sn11,1
64328,K1.56 Mg0.78 O16 Ti7.22,1
64329,Pd2 Si2 Tm1,0
64330,O12 Rb2 Se1 W3,0
64331,Cs2 Ir1 Na2 O4,0
64332,Hg3.6 Sr1,1
64333,Ba1.93 Ca0.2 Cu3 O6.84 Y0.8,1
64334,H6 N1 Na3 O10 S2,0
64335,B51 Zr1,1
64336,B0.83 Ca9.93 O25.79 P5.84,1
64337,Dy7 Ir2 Te2,0
64338,B0.988 Mn2,1
64339,As3 Ni4.35 O12,1
64340,Rh0.67 Ti1.33,1
64341,As1 Cd4 I3 P1,1
64342,O3 Sb1 Tl1,0
64343,Co0.1 Fe0.9 Nd0.1 O2.55 Sr0.9,1
64344,Mo0.8 S2 Ta0.2,1
64345,Gd1.66 Lu0.34 O5 Si1,1
64346,Fe0.056 Sb1 Ti2.944,1
64347,Sc1 Y1,1
64348,Eu1 P12 Ru4,0
64349,O6.65665 Ti1.3133 Yb2.6867,1
64350,Ca3 O12 Se1 Te3,0
64351,Ba1 Ce0.6 O3 Pr0.4,1
64352,Ba0.5 Co1 La0.5 O3,1
64353,Bi0.55 Fe0.6 La0.05 O3 Pb0.4 Ti0.4,1
64354,Co2.48 Cr1.655 Nb2.865 Si6,1
64355,F1 Fe1 O3 Sr2,1
64356,Bi2 O7 Ta2,1
64357,Ca2.8 O6 Tl2.2,1
64358,Ba1 Fe5.47 O11 Sn0.9,1
64359,Co0.5 Eu0.97 Mn0.5 O2.89,1
64360,As1 Ti0.52 V0.48,1
64361,Dy0.476 Mn0.976 O4 Sr1.476,1
64362,Mn1 O6 Sn1 Te1,1
64363,C0.47 Ca0.5 Cu2.42 O7.13 Sr2 Y0.5,1
64364,Cr1 Gd1 Mn1 O5,1
64365,Fe5.36 O8 Si0.64,1
64366,Li1 O4 Sc1 Si1,0
64367,F7 K2 Pa1,0
64368,La1 Mn0.7 O3 Sc0.3,1
64369,Bi46 O89 V8,1
64370,H2 F10 Fe2 O1 Sr2,0
64371,In9 Ni4 Pr11,0
64372,Ga2 Ni6 Pr3,0
64373,Pd0.25 Tc0.75,1
64374,La0.5 O1.75 Zr0.5,1
64375,Ag0.5 In0.5 Tb1,1
64376,Al1 Ho1,0
64377,Al4 Eu8 Na4 P12,0
64378,B5 Ce1 Mn0.3 O10 Zn0.7,1
64379,Al7 Ce2 Ge4 Ir1,0
64380,Co0.9 Fe0.1 Mo1 O6 Sr2,1
64381,Cu4 In4 Se7 Te1,1
64382,Ca0.1 Fe1 La0.38 O3 Pr0.14 Sr0.46,1
64383,Pt23 Si11 Sm3,0
64384,Bi7.97 K2.05 S4.11 Se8.89,1
64385,Mg0.25 O1.75 Ti0.38 Zr0.38,1
64386,C2 H4.42 Ca1 O6.21,1
64387,Ba1 Li0.2 N0.19 O2.81 Ta0.8,1
64388,H8 B5 Na1 O13,0
64389,Rh1 Si2 Y2,0
64390,Ga2.5 Sm1 Zn1.5,1
64391,B3 K1 O9 Zn4,0
64392,H2 Ga3.32 Ge1.88 K0.8 O12 Si0.8,1
64393,Cl4 Mn0.72 O1 Pb10.97 S25.31 Sb11.31,1
64394,Li1 O3 Os1,0
64395,Ga3.3 Nd6 Se14,1
64396,B3 Fe1 Rh6,1
64397,Ba2 Cu2.98 O6.92 Y1,1
64398,Ag1 Cs1 F6 Sc1,1
64399,Ge30.71 P15.29 Se5.38,1
64400,Al2 Ho3,0
64401,As1 F0.05 Fe1 La1 O0.95,1
64402,Mg1 Pd0.42 Zn1.58,1
64403,Cl4 Co5 Mo4 Na2 O16,1
64404,Cu2 K2 Te5,0
64405,Cu0.9 In0.9 Se2 Zn0.2,1
64406,Al1.7 As2 Fe0.3 K1.76 Na0.24 O9,1
64407,O10 Sc2 Se3,0
64408,C2 Br1 N2 Ni1 Rb1,0
64409,La2 N2 O12 Te2,0
64410,Cr10 Ni2 P7,1
64411,H1 I3 O8,0
64412,Fe3 Ho2 Si5,0
64413,C5 Gd2 Li2 N10 Sr1,1
64414,B3 Li1 O9 Sr1 Y2,1
64415,Co0.202 Li0.99 Ni0.808 O2,1
64416,B10 O21 Pb6,0
64417,C1 H2 B6 Ba3 O15,0
64418,Ag0.2 Nd1.8 O6.8 Ru2,1
64419,Co1.2 Ge0.5 O4 Ti0.5 Zn0.8,1
64420,B6 Nd0.6 Tm0.4,1
64421,K0.37 O3 W1,1
64422,Ba1 Cu1 Sb1,0
64423,Gd3 O7 Sb1,0
64424,H4 Li2 O8 S2,0
64425,Mn0.797 Re0.203,1
64426,P2 Yb1 Zn2,0
64427,H5 Ag7 F5 I2 O2.5,1
64428,Ni1.021 Sn1 Ti1,1
64429,Al1.8 Be3 Cr0.2 O18 Si6,1
64430,Cl3 Rb1 V1,0
64431,Cr1 Se0.2 Te0.8,1
64432,B3 F6 K0.42 O3 Rb2.58,1
64433,Pu28 Zr1,1
64434,Al4.84 B1.6 Ca1.9 Mg2.73 Na0.1 O20 Si2.83,1
64435,C1 H12 Na3 O11 P1,0
64436,Fe0.3 Ni0.7 Si2,1
64437,Mn2 Th1,0
64438,Nb0.3335 O2 Sn0.05 Ti0.45 Zn0.1665,1
64439,Ga2 Ge1 Na2 S1 Se5,1
64440,As8 Mn1.62 Zn10.38,1
64441,La6.75 Mo0.375 O13.55 W0.875,1
64442,Fe0.978 Ti0.022,1
64443,Fe1 Sb1 Ti1,0
64444,H4 N2 Yb1,0
64445,In4.99 Na21.49 O15,1
64446,As1 Cr0.95 Ni0.05,1
64447,Bi2 Ca3.32 Ce0.7 N0.95,1
64448,Au0.5 Fe0.5,1
64449,Ca1 Na1 O4 P1,1
64450,C1 Co3.5 Fe13.5 Sm2,1
64451,Ag3 Mg1,1
64452,B4 Mo1 Tb1,0
64453,H20 Cu1 N2 O14 Se2,0
64454,Ce0.5 Cu2 Dy1.5 Hg0.75 O9 Sr2 W0.25,1
64455,Ba1 Hg1 S4 Sn1,0
64456,Cu2 Nd0.58 O7 Sr2.41 Tl1,1
64457,Br3 F6 Sb1 Se1,0
64458,Ba2 Fe1 S3,0
64459,C4 H16 N10 O6 S4 Zn1,0
64460,K8 O10 U2,0
64461,Cu2 S2 Tb1,0
64462,Al0.024 In0.016 La0.7 Mn0.96 O3 Sr0.3,1
64463,Ba3 F12 O2 Ta2,1
64464,Bi3 Ca0.5 O10 P2,0
64465,Al0.22 Ca2.78 Cr0.16 Mn0.17 O12 Si3 V1.62,1
64466,K2 O12 Se1 W3,0
64467,Ca1 Fe0.3 Nb0.3 O3 Ti0.4,1
64468,Fe13 Hg1 Nd6,0
64469,Co0.2 Li0.26 Mn0.3 Ni0.5 O2,1
64470,Ca1.5 Mg12.5 Na8 O48 P12,1
64471,Co1 Li1 O4 P1,1
64472,Ba1.5 Cu3 La1.5 O7.196,1
64473,Ga1 K1 S2,0
64474,Al1.55 Ca0.55 Na0.45 O8 Si2.45,1
64475,Ca0.972 Fe0.044 Mg0.984 O6 Si2,1
64476,C4 H10 Cl2 N6 O4 Zn1,0
64477,Ce1 O1.675,1
64478,Pb1 Se4 Tl2 Zr1,0
64479,H2.96 Al5.22 B1 Fe0.01 Mg0.99 O18 P0.02 Si2.88 Ti0.19,1
64480,Ca1 Cu2 P2,0
64481,Fe1.2 Ga0.8 O3,1
64482,Cu3 Ir2 Na1 O6,1
64483,Mo0.6 Tc1.4,1
64484,Cu0.13 S2 Ta1.05,1
64485,B13 Dy4 Ni1,0
64486,Cs1 Cu1 F6 Ti1,1
64487,Al5.1 Na7.7 O27.52 S3.16 Si6.9,1
64488,H12 Fe1 O14 Rb2 S2,0
64489,Al10.79 Ca1 Mg0.5 O19 Ti0.62 Zn0.09,1
64490,Ba1 Bi1 Te3,0
64491,Ba1.2 Cu3 O7.01 Pr1 Sr0.8,1
64492,Cr0.02 Ge0.98 Te1,1
64493,Ag0.28 Si1.72 Yb1,1
64494,Pd2 Pu2 Sn1,0
64495,Gd4 Ge1.97 Sb1.03,1
64496,N0.64 Nb1,1
64497,Fe1.08 Mg0.94 O4 Ti0.98,1
64498,La1 Ni0.75 O3 Re0.25,1
64499,As1 Cr0.35 Mn0.65,1
64500,Ca3 Co1.7 Mn0.3 O6,1
64501,Cr2 K2 O7,0
64502,Ca7 Ge22 Ni49,1
64503,C12 H33 B11 N2 O1,0
64504,C6 H24 N2 O12 P4 Zn3,0
64505,H1 K1 O3 Si1,0
64506,Fe1.429 Li0.286 Mn1.286 O4,1
64507,Ba2 Cu1 Hg1 O4.34,1
64508,As1 Mn1 Ni1,0
64509,As0.8 Cr3.2,1
64510,Al1 Li2 Na3 O8 Si2,0
64511,S1 V4 Zr9,0
64512,Ge3 Np5,0
64513,Co1 O6 Ta2,0
64514,As3 Mo2 Ni0.83,1
64515,Bi1 Li2 Mg1,1
64516,Al1 K0.228 Na0.75 O4 Si1,1
64517,Al0.8 Mn0.6 Ni0.6,1
64518,Pb2 Pd3 Se2,0
64519,C0.4 B0.6 Fe3,1
64520,Pd1 Sn1 Tm1,0
64521,Ge0.8 Se0.2 Sn0.2 Te0.8,1
64522,Cr1 S3 Sm1,0
64523,Gd5 In4 Pt2,0
64524,Fe0.189 Li1.101 Mn1.71 O4,1
64525,H2 Cs2 O14 P4 Si1,0
64526,As1 Cu1 S1,0
64527,B12 U1,0
64528,C0.6 Mo0.02 Ti0.98,1
64529,Cr1 Ga3,1
64530,Au1 Ba1 Tl3,1
64531,C6 K2 Mn2 N6,0
64532,K2.38 O11 Sb3.62 Ti0.38,1
64533,Ce1 Ga8.31 Pd2.69,1
64534,Ce0.6 Tb0.4,1
64535,C1 Ta0.79 U0.21,1
64536,H1 Ba2 O22 P6 V3,0
64537,Fe1.68 Sn1,1
64538,Ca0.5 Cs0.5 Dy0.5 P1 S4,1
64539,Nb0.3 O2 Ti0.55 Zn0.15,1
64540,Co1 Ru1 S4,1
64541,H1.2 Al1.4 F0.8 Fe0.04 K1 Mg0.75 O11.2 Si3.81,1
64542,Pt3 Te4,0
64543,Co0.24 Mo0.56 Si0.2,1
64544,Ge1 Si1 Th3,1
64545,H3 Cl2 O10 Sc1,0
64546,Gd1 In1.1 Ni0.9,1
64547,Cl6 N1 Nd3,0
64548,Ca0.5 Mn1 O3 Sr0.5,1
64549,Ba1 Ca2 O18 Yb10,1
64550,In2.4 Ir13.6 Sc50,1
64551,Fe3.58 N1 Sn0.42,1
64552,La0.57 Mn0.8 Nd0.1 O3 Sn0.2 Sr0.33,1
64553,Br2 Co5 O12 Te4,0
64554,H20 B5 Li1 Zn2,0
64555,Ag1 Al8 Bi7 Cl26 S10,1
64556,Dy1 Ni1 Zn1,0
64557,Am0.9 Pu0.1,1
64558,C0.48 Dy2 Fe21.5 Ti2,1
64559,Ba2 Cu3 Nd1 O6.65,1
64560,Ba0.27 La0.73 O2.865 Sc1,1
64561,Cr0.3 Cu0.7 Fe1.7 Mg0.2 Ni0.1 O4,1
64562,Ni2 O12 P4,0
64563,Eu1 O2 Rb1,0
64564,B2 F9 O6 Tm5,0
64565,  H1.58 Al0.14 Ca0.1 F0.42 Fe1.3 K0.18 Li0.24 Mg3.34 Na2.46 O23.58 Si7.94 Ti0.04,1
64566,Al3.3 Ba0.2 Fe8.7 O19 Pb0.8,1
64567,Ga0.4 Sn0.6 V3,1
64568,C6 H12 Cl3 N9 O3,1
64569,C33 Hg3 O33 Os9,0
64570,Cl8 N6 Sb2,0
64571,Ba1 Pd1,0
64572,Ag0.73 Hg0.27,1
64573,C6 H9 Li1 O8,0
64574,Ge0.2 O2 Si0.8,1
64575,C27 B1 Sc20,1
64576,Ca1 Ce0.8 Mn0.2 Nb1 O7 Sn1,1
64577,Bi2 I9 Rb3,0
64578,H1 La2 Nb1 O6,0
64579,C7 H23 F5 N2 O1 Si1,1
64580,Bi0.55 F2.1 K0.45,1
64581,H2 Ga1 K1 O6 P2,0
64582,C3 H3 Co1 K1 O6,0
64583,Cu2 Eu0.95 O8 Sr2 Ta0.97,1
64584,Ca0.4125 Ce0.5875 O4 V1,1
64585,Ho1 In2 Ni9,0
64586,Bi8 Fe2.5 Se16 Sn1.5,1
64587,Ba1 Se4 Si1 Zn1,0
64588,C2 Bi2 Ca0.91 Eu0.09 O8,1
64589,O5 P1 V1,1
64590,Fe1 Si1 Sm1,0
64591,Bi4 I6 O24 Se1,0
64592,B1 Co2 Dy0.1 Fe11.8 Nd1.9 Re0.2,1
64593,Cr2 Cu0.8 Se4 Zn0.2,1
64594,H12 Cu1 F2 N2 O8 P2,0
64595,Cu5 O12 Sb2 Si1,0
64596,Co1 Ge4 Tb2,1
64597,Fe1 O2.95 Sm0.5 Sr0.5,1
64598,K4 P2 Pd1 S8,0
64599,Fe2 Hf0.8 Ta0.2,1
64600,K9 Na23 Tl15.3,1
64601,C5 Ba1.08 Ca0.69 Ce0.82 Na2.75 O15 Sr0.63,1
64602,B1 Cd1 Cs1 O3,0
64603,Cr1.85 Mo0.15 Zr1,1
64604,Ba4 Ca1 Fe3 O9.5,1
64605,H1.7 Al1.84 F0.3 Fe0.64 K1 Mg2.36 O11.7 Si2.16,1
64606,Ca0.7 Ga4 O7 Sr0.3,1
64607,In0.5 O4 Sb0.5 Sr2,1
64608,Ge1 Mn1 Nb1,0
64609,Au1.5 Ga6.5 Pr2,1
64610,Cu1 Eu1 O1 Se1,0
64611,B4 Cs2 Ge1 O9,1
64612,Ba1 Co2 Nd1 O5.56,1
64613,Ca0.068 Fe2.46 Li1.21 Mg0.144 Mn1.33 Na0.054 O16 P3.86,1
64614,Ba1 O8 P2 Sr2,1
64615,La3.999 Mn2.666 Nb1.333 O11.997,1
64616,Ni1 Pd1 Ti2,1
64617,Gd0.96 Se1,1
64618,O3 Pb1 Ti0.48 Zr0.52,1
64619,B1 Ca1 O3 Rb1,0
64620,Cr1.15 Na0.32 Se2,1
64621,Cu0.896 O12.95 Sr5 V3,1
64622,Cs2 F6 Ga0.8 Na1 Sc0.2,1
64623,Cd2.1 O8 P2 Zn0.9,1
64624,Ba0.1 La0.6 Mn1 O3 Sr0.2,1
64625,B2 Ru1.25 W1.75,1
64626,Co0.2 Hf0.5 Rh0.8 Sb0.99 Sn0.01 Zr0.5,1
64627,Al1.44 Cs2 Mn1.71 O12 P2.85,1
64628,Li0.6 O8 Ti3.4,1
64629,Cd1 Dy2 Ni2,1
64630,Co5 P3 Yb1,0
64631,H2 Ni1 O7 P2,0
64632,H5 N1 O8 P2 Zn2,0
64633,Ag1.77 O6 Sb2.07,1
64634,Ba8 Pt2.7 Si43.3,1
64635,Al1 O3 Tb1,0
64636,Co0.95 Fe0.95 La2 O6,1
64637,Al1 Cd1 Ce3 S7,0
64638,Gd4.59 Hf0.41 Si4,1
64639,Er1 Fe3 Mn3 Sn6,1
64640,H0.92 Fe0.91 Mg7.63 O18 Si4 Ti0.454,1
64641,Ba1.8 Cu3 Nd0.2 O7 Y1,1
64642,Cd1 Ge1 O6 Te1,0
64643,Ba1 N7 Si4 Yb1,0
64644,Mg0.6 Mn0.4 O3 Ti1,1
64645,C0.2 Re1,1
64646,Cu3 Ga8 W2,0
64647,Cu3 O2 Se2 Sr2,0
64648,Al6 Ca1.65 Na6.59 O24 S1.58 Si6,1
64649,Co1 O2.87 Sm0.4 Sr0.6,1
64650,H3 K5 O18 S4,1
64651,Hf0.57 Ni1.7 Ti0.43 V0.3,1
64652,Bi1 Br6 Cs3,0
64653,In1 S9 Sb1 Sm4,0
64654,Co0.5 Fe0.5 O6 Ta2,1
64655,In1 Nd2 Ni2,0
64656,Co4 Nd0.032 Sb12,1
64657,C4 H16 Co3 F2 N2 O14 S3,0
64658,Dy1 Mn2 Si2,0
64659,As2 Cd2.1 Zn0.9,1
64660,O1.6 Sm0.8 Zr0.2,1
64661,Co1 Na0.71 O2.06,1
64662,H1.64 F2 K1.84 N0.16 O12 P3 Ti2,1
64663,Ba1 Ca2 O18 Tm10,1
64664,Ga0.8 Se1 Sn0.2,1
64665,Ba1.4 Ir1 O6 Sr0.6 Y1,1
64666,C2 Cl6 F6 Se2,0
64667,Cu1.999 Dy1 Fe1.001 O7.36 Sr2,1
64668,Ce1 Fe4 Sm1,1
64669,Ca0.8 Mo0.2 O24 P5.8 Zr4,1
64670,Ir2 P2 Sm1,0
64671,Ag2.18 La1 Mg1.82,1
64672,Pb0.8 Sb0.2,1
64673,Fe15.997 N2.2 Sm2 V1.003,1
64674,Al1.96 Cr6.4 Fe3.48 O16,1
64675,Al14 Ca12 O32,0
64676,H6 Ga3 Na1 O14 Se2,0
64677,Co2 La0.9 Nd0.1 P2,1
64678,Fe10.5 V1.5 Y1,1
64679,Ba0.25 Mn1 Nd0.7 O3 Sr0.05,1
64680,Mo6 Pr1 S8,0
64681,Co1 Nd1 O6 Pb1 Sb1,1
64682,C1 Mn1 N2,0
64683,Mg0.2 N2 O6 Si2 Sr3.8,1
64684,Ca1.75 Mn1 Nd0.25 O4,1
64685,Fe2.89 Ge1 Te2,1
64686,Bi1.2 Cd0.4 F0.8 O2.2 Pb0.4,1
64687,Co1 F6 Na1 Rb2,0
64688,Ba2 Ge2 O8 Ti1,0
64689,Al8 Cu4 Tb1,0
64690,Cr0.875 S1,1
64691,Ga30.75 Mo6,1
64692,Ga2 Ni3 Tb1,1
64693,Cu6.52 Se4 Tl1,1
64694,F1 Na1 O12 P3 Sr3 Y1,0
64695,Al3.84 Cl2 Ga2.16 Na8 O24 Si6,1
64696,Cu0.071 Ni0.929 Zr1,1
64697,Mn1 Ni1.7 P0.3,1
64698,F6 Mn1 Sn1,0
64699,C0.9 Ca9.9 O26.7 P6,1
64700,Cd113.75 Mg31.37 Yb24,1
64701,Fe2.964 O4,1
64702,Al2 Gd0.5 Y0.5,1
64703,C8 N12 P4 S8,0
64704,Ce1 Ni1.26 Sb2,1
64705,As0.67 Cu3 S4 Sb0.33,1
64706,Ge3 K1 O9 Sb1,0
64707,Cl12 Mo2 O4 P2,0
64708,As1 Fe1 Hg1 O5,0
64709,Se1.9 Sm1,0
64710,La2 Li1 O6 V1,0
64711,Al8 Fe4 Y1,0
64712,Ga1 Gd1 Pt1,0
64713,H2.5 Al1 Na1 O3.25,1
64714,Cs2 O16 S3 U2,0
64715,Fe1 Pt3,0
64716,As1 Cs1 F1 O4 Sc1,1
64717,Gd2 O7 Sc2 Sr1,0
64718,As22 Cu4.7 I8 Sn19.3,1
64719,In1 Na3 O4 Rb2,0
64720,Eu0.8 Ni1 O4 Sr1.2,1
64721,Cr4 In1 Li1 O8,1
64722,H14 Cl3 Li1 Mg1 O7,1
64723,Ba5 F19 Mn3,1
64724,Ca2 Fe0.82 Li1.18 N2,1
64725,Gd4.4 N0.8 O11.4 Si3,1
64726,Ba4 Co0.4 Ir2.6 O10,1
64727,Fe1.4445 Na1.473 O3,1
64728,Fe0.34 S1 Zn0.66,1
64729,Eu3.47 Ga14.48 Ge31.52 Sr4.53,1
64730,Mg1 Sn1 Yb1,0
64731,Dy1 Ga1,0
64732,Dy3 Pd5,0
64733,Ca1.8 Fe1 Mo1 O6 Sr0.2,1
64734,H6 Al2.67 As1.74 Fe0.33 La1 O14 P0.26,1
64735,Al2 Ca2.79 Sb6 Yb2.22,1
64736,C4 H16 Ca1 Cl2 N8 O4,0
64737,B4 Nd1 Os4,0
64738,As4 Ca1 Cu6 K2 O18,0
64739,Cu0.4 Dy1 Ga1.6,1
64740,Cl13 Mo6 Na1,0
64741,Rb10 S17 Sn4 Zn4,1
64742,Co1 F3,0
64743,Ag1 Bi1 Se2,1
64744,Al4 Ca1 Dy1,1
64745,Co4 Hf2 P3,0
64746,Co21 Pr2 Si5,1
64747,Bi1 Cu1 O8 W2,0
64748,In2 Te1,0
64749,Na1 O3 W1,0
64750,Cd2.9 Mo15 S19,1
64751,O8 P2 Rb1 V1,0
64752,Gd1 Mn0.9 Si1 Ti0.1,1
64753,In2 Ni1 Y1,0
64754,C0.937 Hf0.008 Zr0.992,1
64755,Cu2 S3.2 Se0.8 Sn1 Zn1,1
64756,B1 Mg1.71 Mn1.29 O5,1
64757,Cr0.5 Ga1.5 Mn1 S4,1
64758,H6 Fe3 K0.29 Na0.69 O14 S2,1
64759,Cl0.71 Cs6.71 Ge2 O16 U3,1
64760,Ba2 Ca1.8 Cu3 O9.5 Tl1.93,1
64761,Ba1.3 Ca0.7 O4 Si1,1
64762,Ba2 Ca2 Cu3 O9.784 Tl1.82,1
64763,Cd0.42 Sr1 Zn1.58,1
64764,K12 Mo12 Se56,0
64765,C4 Cl0.3 Cs2 N4 Pt1,1
64766,As7 Ba10.944 K1.056 O2,1
64767,Al1 Si2 Tm2,0
64768,Al1.41 Ba1 Ge0.59,1
64769,Sb10 V5.49 Zr7.51,1
64770,Nb2 O11 Te3,0
64771,Mn2 Sb1,1
64772,O5 Pb0.3 V2,1
64773,Al88.7 Cu19.3 Li52,1
64774,C4 H62 Cl1 Li9 Mo6 N2 O60 P8,1
64775,Ge1 N6 Sr7,0
64776,Fe11.24 La1 Si1.76,1
64777,Al7.73 Ga0.27 Ni4 Si2.02 Th1.12,1
64778,Co0.19 Mn0.93 Ni0.63 O4,1
64779,La1 Mg2 O6 Ta1,1
64780,Ca1 Fe4 Na4 O24 P6,1
64781,O7 Ru2 Y2,0
64782,Mn1 O3 Pr0.1 Sr0.9,1
64783,Co0.8 Ni0.8 Te2,1
64784,Al4 W1,0
64785,Cu0.7 Fe1.5 Ga0.5 O4 Zn0.3,1
64786,H5 Ba1 Fe4 Na1 O25 P6,0
64787,La0.055 O3 Pb0.945 Ti0.02466 Zr0.9616,1
64788,Al54.1 Ru28 Ti37.9,1
64789,In1 Nd2 Rh2,0
64790,Ni0.9 O8 P2 Zn2.1,1
64791,Ga0.2 Mn0.4 Nb1.4,1
64792,As2 Ba1 Co1 O7,0
64793,Ce0.23 Cu1 In0.77 Se2,1
64794,O7 Tm2 V2,0
64795,Ba2 Cu3 O6.87 Pr1,1
64796,Hg1 Na2 Pb1,0
64797,Nd1 Rh3 Si2,0
64798,F10 K1 Tb3,0
64799,Co1 Fe1 Si2,1
64800,C0.2598 H0.6495 Al1 N0.0433 O4 P1,1
64801,B2 Pu1 Re1,0
64802,C6 F6 Mn1 N1 O5 S2,0
64803,Ba1 Co1 O6 Pr1 Ta1,1
64804,Co0.96 Li1 O1.89,1
64805,Ba1 Ge1 Mg3 N4,1
64806,Ni1.005 Sn1 Ti0.985,1
64807,Co0.58 Fe3.42 O5,1
64808,Ba1 Nd0.25 O2.855 Sn0.75,1
64809,H2 Ca1 O7 P2,0
64810,C6 Eu1,0
64811,Co0.4 Cu1.65 Mn0.6 O2 Se2 Sr2,1
64812,Mn1 O3 Pr0.15 Sr0.85,1
64813,Cl1 F1 O7 Pb2 Se2 Ti1,0
64814,Al1.13 Fe0.87 Gd1,1
64815,Ba2 Cu2.85 Fe0.15 La1 O8.11,1
64816,Co4 Er3 Ge13,0
64817,Ca1.018 Fe0.597 Mg0.733 O6 Si1.67,1
64818,Ag5 Cl1 Te2,0
64819,La0.5 Li1 O12 P4 Pr0.5,1
64820,Er1 Zn3,0
64821,O2.33 U0.67 Zr0.33,1
64822,Ho0.06 La1.74 Nb6 O30 Sr4 Ti4 Yb0.2,1
64823,Cd1 F3 Rb1,0
64824,Ba2 Nd4 O10 Zn2,1
64825,C4 H8 Na1 O12 Y1,0
64826,Al15.5 Co2.5 O72 P13.5 Si4.5,1
64827,B6 O12 Rb3 Sm1,0
64828,Ir1 Li2 Sn1,1
64829,Ag1 As1 S2,0
64830,Al1.2 Cr0.8 S4 Zn1,1
64831,Co4.4 Cu0.6 Sm1,1
64832,Al1 K3 N1 O9 P3,0
64833,Al1 La3 Ni1 S7,0
64834,Ca2 K1 Mg2 O12 V3,1
64835,C2 Yb1,0
64836,Ni2 Si0.2 Ta0.8,1
64837,O4 P1 Sc0.96 Y0.04,1
64838,Cu4 Er3 Ga7,1
64839,Er1 La1 S3,0
64840,Be2 Cr2 Gd6 S14,0
64841,B1 Ca2 Cl1 O3,0
64842,I10 La6 Os1,0
64843,Ba1 O9 Si3 Ti1,0
64844,Ba2 Ca0.24 Cu2.76 Fe0.24 O7.07 Y0.76,1
64845,Ge0.05 Hf0.95 Mo2,1
64846,Ca9.87 Cl0.93 F0.8 O24 S3 Si3,1
64847,Be22 Eu3 N16 O1,0
64848,Pr2 Tl1,0
64849,Al3.805 Ir2 Nb3.195,1
64850,Eu2 K4 O30 Ta10,0
64851,K10 Tl7,0
64852,Cu1.0908 Sn0.909,1
64853,As0.8 Cd0.2 In0.8 S0.2,1
64854,Ba2 Cu2.2 Hg1.5 O8 Pr1.3,1
64855,Nb0.4 Re0.6,1
64856,C3 Ni21.325 Tb2.675,1
64857,Al1.911 Ca0.715 Mn0.196 Na0.045 O8 Si2.089,1
64858,Cu2.94 Li1.03 N1,1
64859,Ca0.2 Co1.8 O6 Si2,1
64860,S3 U2,0
64861,Cd3 P4 Zn3,1
64862,Gd4 In20 Ni11,0
64863,H18 Mo4 O23 Pd2,0
64864,Gd0.255 La0.263 Mo0.99 Na0.482 O4,1
64865,Ba2 O13 Si4 Sm2,0
64866,B1 Ho1 Ni4,0
64867,Eu1 Ga0.28 Si5.72,1
64868,O2 Pa0.5 Tb0.5,1
64869,Ge6 Na4 O15 Sr1,0
64870,O57 Rb6 Th6 W14,1
64871,Co2.4 Mn0.6 O4,1
64872,Au0.074 In1 Sb0.852,1
64873,Ba1 Cu6 Ge2 S8,0
64874,Mn1 O3 Pr0.6 Sr0.4,1
64875,S4 Yb2.667,1
64876,Cr1 I3 Rb1,1
64877,Bi8.5 K2.5 Se14,1
64878,H40 Br5 Cr3 N10 O7,1
64879,Eu1 Sn1,0
64880,Ce1 Li1 O8 W2,1
64881,Ag0.75 Fe1 Mn2 Na1.25 O12 V3,1
64882,Ge0.5 Li0.143 Sb0.286 Te1,1
64883,Al0.2 La3 Li6.06 O12 Zr2,1
64884,Ca1 In4 Ni1,0
64885,Mn0.2 O3 Ti1 Zn0.8,1
64886,Co1 P3,0
